time, damage, mv, attack, em, cr, cd, damage bonus, character, element, reaction, damage type, aoe
5.367, 7340.481, 870.312, 1339.485, 1117.141, 0.249, 0.632,1.000,Sucrose, Element.HYDRO, Reactions.HYDROSWIRL, DamageType.REACTION, True
5.367, 7819.208, 870.312, 1339.485, 1117.141, 0.249, 0.632,1.000,Sucrose, Element.PYRO, Reactions.PYROSWIRL, DamageType.REACTION, True
5.367, 23931.761, 2901.040, 1339.485, 1117.141, 0.249, 0.632,1.000,Sucrose, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
5.417, 10612.008, 2.226, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.SKILL, True
5.500, 18277.577, 2901.040, 1212.448, 698.861, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
5.600, 7349.197, 1.776, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
6.033, 479.380, 0.569, 1339.485, 1117.141, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
6.033, 1241.418, 0.300, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
6.150, 7340.481, 870.312, 1339.485, 1117.141, 0.249, 0.632,1.000,Sucrose, Element.HYDRO, Reactions.HYDROSWIRL, DamageType.REACTION, True
6.567, 3473.437, 1.440, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, None, DamageType.BURST, True
6.600, 7349.197, 1.776, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
6.667, 18277.577, 2901.040, 1212.448, 698.861, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
6.667, 3310.449, 0.800, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
6.817, 4245.312, 1.760, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, None, DamageType.BURST, True
7.033, 10612.008, 2.226, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.SKILL, True
7.150, 2360.456, 2402.036, 1294.040, 39.640, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.SKILL, False
7.167, 13479.931, 1740.624, 1339.485, 1117.141, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
7.197, 5287.343, 2.192, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, None, DamageType.BURST, True
7.417, 18277.577, 2901.040, 1212.448, 698.861, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
7.417, 3310.449, 0.800, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
7.600, 7349.197, 1.776, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
7.850, 5486.560, 5583.207, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.BURST, False
8.150, 0.000, 0.000, 1294.040, 305.861, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
8.400, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
8.600, 7349.197, 1.776, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
8.617, 18277.577, 2901.040, 1212.448, 698.861, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
8.633, 10612.008, 2.226, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.SKILL, True
9.367, 7552.968, 7686.015, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.NORMAL, False
9.367, 1241.418, 0.300, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
9.600, 7349.197, 1.776, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
9.600, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
9.800, 7405.102, 7535.544, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.NORMAL, False
9.800, 1241.418, 0.300, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
9.817, 18277.577, 2901.040, 1212.448, 698.861, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
10.150, 0.000, 0.000, 1294.040, 305.861, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
10.350, 6098.899, 6206.332, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.SKILL, False
10.400, 6250.001, 1740.624, 1294.040, 305.861, -0.884, 0.632,1.000,Kokomi, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
10.400, 3310.449, 0.800, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
10.400, 6250.001, 1740.624, 1294.040, 305.861, -0.884, 0.632,1.000,Kokomi, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
10.550, 10302.591, 10484.073, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.CHARGED, False
10.600, 7349.197, 1.776, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
10.800, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
11.017, 18277.577, 2901.040, 1212.448, 698.861, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
11.600, 7349.197, 1.776, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
11.667, 7552.968, 7686.015, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.NORMAL, False
11.667, 1241.418, 0.300, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
11.667, 7552.968, 7686.015, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.NORMAL, False
11.667, 1241.418, 0.300, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
12.000, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
12.100, 7405.102, 7535.544, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.NORMAL, False
12.100, 1241.418, 0.300, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
12.100, 7405.102, 7535.544, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.NORMAL, False
12.100, 1241.418, 0.300, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
12.217, 18277.577, 2901.040, 1212.448, 698.861, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
12.350, 0.000, 0.000, 1294.040, 305.861, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
12.350, 6098.899, 6206.332, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.SKILL, False
12.600, 7349.197, 1.776, 2035.470, 39.640, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
12.783, 0.000, 0.000, 1294.040, 305.861, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
12.850, 10302.591, 10484.073, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.CHARGED, False
12.900, 1872.992, 0.806, 2035.470, 305.861, 0.659, 1.890,1.160,Fischl, Element.PHYSICAL, None, DamageType.CHARGED, False
13.190, 26400.830, 6.380, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.BURST, True
13.200, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
13.350, 0.000, 0.000, 1294.040, 305.861, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
13.417, 13666.276, 2901.040, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
13.533, 0.000, 0.000, 1294.040, 305.861, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
14.333, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
14.350, 2360.456, 2402.036, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.SKILL, False
14.400, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
14.500, 2624.165, 1740.624, 1294.040, 39.640, -0.884, 0.632,1.000,Kokomi, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
14.617, 13666.276, 2901.040, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
14.617, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
14.667, 0.000, 0.000, 1294.040, 39.640, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
14.667, 0.000, 0.000, 1294.040, 39.640, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
15.100, 0.000, 0.000, 1294.040, 39.640, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
15.100, 0.000, 0.000, 1294.040, 39.640, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
15.300, 6574.658, 870.312, 1339.485, 900.920, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
15.300, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
15.333, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
15.350, 0.000, 0.000, 1294.040, 39.640, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
15.517, 479.380, 0.569, 1339.485, 900.920, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
15.517, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
15.600, 11466.276, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
15.817, 10040.529, 2901.040, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
15.850, 0.000, 0.000, 1294.040, 39.640, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
16.117, 7796.577, 2.226, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.SKILL, True
16.200, 11435.047, 2901.040, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
16.217, 3728.379, 4.424, 1339.485, 900.920, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.SKILL, True
16.317, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
16.317, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
16.317, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
16.317, 5650.676, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.HYDRO, Reactions.HYDROSWIRL, DamageType.REACTION, True
16.317, 6435.492, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.PYRO, Reactions.PYROSWIRL, DamageType.REACTION, True
16.317, 23505.060, 2901.040, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
16.350, 2360.456, 2402.036, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.SKILL, False
16.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
16.800, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
16.817, 479.380, 0.569, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
16.817, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
17.017, 17707.329, 2901.040, 1212.448, 662.824, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
17.317, 13239.585, 1740.624, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
17.317, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
17.350, 0.000, 0.000, 1294.040, 269.824, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
17.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
17.733, 10612.008, 2.226, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.SKILL, True
18.000, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
18.117, 479.380, 0.569, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
18.117, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
18.167, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.200,Sucrose, Element.HYDRO, Reactions.HYDROSWIRL, DamageType.REACTION, True
18.167, 5808.966, 1740.624, 1294.040, 269.824, -0.884, 0.632,1.000,Kokomi, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
18.217, 17707.329, 2901.040, 1212.448, 662.824, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
18.350, 2360.456, 2402.036, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.SKILL, False
18.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
18.433, 438.691, 0.521, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
18.433, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
18.967, 550.871, 0.654, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
18.967, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
19.200, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
19.200, 13239.585, 1740.624, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
19.200, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
19.200, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
19.200, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
19.200, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.200,Sucrose, Element.HYDRO, Reactions.HYDROSWIRL, DamageType.REACTION, True
19.350, 0.000, 0.000, 1294.040, 269.824, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
19.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
19.350, 10612.008, 2.226, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.SKILL, True
19.417, 17707.329, 2901.040, 1212.448, 662.824, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
19.500, 17707.329, 2901.040, 1212.448, 662.824, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
20.033, 2494.575, 2.960, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.BURST, True
20.033, 917.070, 0.880, 1339.485, 1081.104, 0.249, 0.632,1.200,Sucrose, Element.HYDRO, None, DamageType.BURST, True
20.317, 479.380, 0.569, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
20.317, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
20.350, 2360.456, 2402.036, 1294.040, 305.861, -0.884, 0.632,1.754,Kokomi, Element.HYDRO, None, DamageType.SKILL, False
20.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
20.400, 15606.876, 2.240, 1212.448, 698.861, 0.659, 1.228,1.843,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.BURST, True
20.400, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
20.400, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
20.400, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.200,Sucrose, Element.HYDRO, Reactions.HYDROSWIRL, DamageType.REACTION, True
20.400, 13239.585, 1740.624, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.EC, DamageType.REACTION, True
20.633, 438.691, 0.521, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
20.633, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
20.967, 10612.008, 2.226, 1212.448, 432.640, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.REVERSEVAPE, DamageType.SKILL, True
21.100, 17707.329, 2901.040, 1212.448, 662.824, 0.659, 1.228,1.466,Xiangling, Element.PYRO, Reactions.OVERLOAD, DamageType.REACTION, True
21.117, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
21.117, 3310.449, 0.800, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
21.117, 7220.308, 870.312, 1339.485, 1081.104, 0.249, 0.632,1.000,Sucrose, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
21.167, 550.871, 0.654, 1339.485, 1081.104, 0.249, 0.632,1.240,Sucrose, Element.ANEMO, None, DamageType.NORMAL, False
21.167, 1241.418, 0.300, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
21.350, 0.000, 0.000, 1294.040, 269.824, -0.884, 0.632,1.000,Kokomi, Element.PHYSICAL, None, DamageType.CLAM, False
21.350, 7349.197, 1.776, 2035.470, 305.861, 0.659, 1.890,1.616,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
