time, damage, mv, attack, em, cr, cd, damage bonus, character, element, reaction, damage type, aoe
10.173, 7704.401, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
10.167, 11051.019, 0.800, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
10.317, 9873.082, 1.488, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, None, DamageType.BURST, False
10.317, 1440.574, 0.300, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
10.550, 8528.201, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
10.584, 5360.162, 0.735, 1522.876, 119.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, Reactions.SPREAD, DamageType.BURST, False
10.797, 2217.981, 2.040, 1471.298, 960.120, 0.116, 0.632,1.570,Kazuha, Element.ANEMO, None, DamageType.BURST, True
10.797, 6794.971, 0.612, 1471.298, 960.120, 0.116, 0.632,1.804,Kazuha, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, True
10.783, 6795.458, 870.312, 1471.298, 960.120, 0.116, 0.632,1.624,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
11.550, 15737.688, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
11.640, 2941.857, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
11.650, 10821.650, 1.630, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, None, DamageType.BURST, False
11.650, 20049.164, 1.865, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
11.650, 11051.019, 0.800, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
11.767, 8766.013, 1.321, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, None, DamageType.BURST, False
11.767, 1440.574, 0.300, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
12.100, 8670.912, 1.306, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, None, DamageType.BURST, False
12.100, 1440.574, 0.300, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
12.467, 17544.848, 1.488, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
12.467, 1440.574, 0.300, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
12.467, 11051.019, 0.800, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
12.557, 2941.857, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
12.550, 15737.688, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
12.747, 2217.981, 2.040, 1471.298, 960.120, 0.116, 0.632,1.570,Kazuha, Element.ANEMO, None, DamageType.BURST, True
12.747, 6794.971, 0.612, 1471.298, 960.120, 0.116, 0.632,1.804,Kazuha, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, True
12.733, 6795.458, 870.312, 1471.298, 960.120, 0.116, 0.632,1.624,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
13.550, 8528.201, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
13.640, 7704.401, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
13.633, 11051.019, 0.800, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
13.800, 10821.650, 1.630, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, None, DamageType.BURST, False
13.800, 12377.398, 1.865, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, None, DamageType.BURST, False
13.917, 12864.349, 1.321, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
13.917, 1127.406, 0.300, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
14.550, 6674.244, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
14.640, 2302.323, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
15.250, 8469.117, 1.630, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, None, DamageType.BURST, False
15.250, 9686.659, 1.865, 1669.804, 39.640, 0.692, 1.294,3.459,Raiden, Element.ELECTRO, None, DamageType.BURST, False
15.550, 12316.451, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
15.640, 2302.323, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
16.430, 3141.904, 3.264, 1471.298, 960.120, 0.116, 0.632,1.390,Kazuha, Element.ANEMO, None, DamageType.SKILL, True
16.417, 5318.185, 870.312, 1471.298, 960.120, 0.116, 0.632,1.624,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
16.417, 8648.623, 0.800, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
16.550, 8528.201, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
16.640, 7704.401, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
17.230, 8111.671, 2.000, 1471.298, 960.120, 0.116, 0.632,1.624,Kazuha, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.PLUNGE, True
17.230, 3344.655, 3.475, 1471.298, 960.120, 0.116, 0.632,1.390,Kazuha, Element.ANEMO, None, DamageType.PLUNGE, True
17.217, 6795.458, 870.312, 1471.298, 960.120, 0.116, 0.632,1.624,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
18.000, 1282.969, 0.806, 1915.718, 204.640, 0.692, 1.294,1.000,Fischl, Element.PHYSICAL, None, DamageType.CHARGED, False
18.090, 2941.857, 0.714, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
18.900, 27899.978, 4.309, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, True
19.883, 8528.201, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
20.117, 12971.726, 1.992, 1669.804, 39.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
20.850, 11230.606, 3.431, 1522.876, 119.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, Reactions.SPREAD, DamageType.BURST, False
20.883, 15737.688, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
21.350, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
21.440, 9458.431, 0.714, 1669.804, 159.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
21.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
21.883, 15737.688, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
22.350, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
22.440, 2941.857, 0.714, 1669.804, 159.640, 0.692, 1.294,2.323,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
22.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
22.883, 8528.201, 1.776, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
23.150, 4849.985, 4.461, 1471.298, 1080.120, 0.116, 0.632,1.570,Kazuha, Element.ANEMO, None, DamageType.BURST, True
23.150, 7216.987, 870.312, 1471.298, 1080.120, 0.116, 0.632,1.624,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
23.350, 6340.415, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, Reactions.SPREAD, DamageType.BURST, False
23.417, 1282.969, 0.806, 1915.718, 324.640, 0.692, 1.294,1.000,Fischl, Element.PHYSICAL, None, DamageType.CHARGED, False
23.440, 3002.638, 0.714, 1669.804, 159.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
23.690, 43039.713, 6.380, 1915.718, 324.640, 0.692, 1.294,2.588,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, True
23.683, 11051.019, 0.800, 1915.718, 204.640, 0.692, 1.294,2.360,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
23.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
24.350, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
24.440, 9653.849, 0.714, 1669.804, 159.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
24.433, 12706.630, 0.800, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
24.833, 8701.652, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
24.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
25.350, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
25.440, 3002.638, 0.714, 1669.804, 159.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
25.833, 8701.652, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
25.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
26.180, 2217.981, 2.040, 1471.298, 1080.120, 0.116, 0.632,1.570,Kazuha, Element.ANEMO, None, DamageType.BURST, True
26.180, 7246.719, 0.612, 1471.298, 1080.120, 0.116, 0.632,1.852,Kazuha, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, True
26.167, 7216.987, 870.312, 1471.298, 1080.120, 0.116, 0.632,1.672,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
26.297, 74382.278, 9.472, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, True
26.283, 12706.630, 0.800, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
26.350, 6340.415, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, Reactions.SPREAD, DamageType.BURST, False
26.373, 3002.638, 0.714, 1669.804, 159.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
26.750, 19530.580, 1.321, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
26.750, 10256.840, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
26.833, 8701.652, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
26.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
27.083, 8791.237, 1.306, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
27.083, 1469.874, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
27.350, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
27.440, 7555.187, 0.714, 1669.804, 159.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
27.433, 9944.319, 0.800, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
27.450, 7833.983, 1.488, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
27.450, 1150.336, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
27.833, 13686.745, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
27.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
28.130, 2217.981, 2.040, 1471.298, 1080.120, 0.116, 0.632,1.570,Kazuha, Element.ANEMO, None, DamageType.BURST, True
28.130, 5671.345, 0.612, 1471.298, 1080.120, 0.116, 0.632,1.852,Kazuha, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, True
28.117, 5648.077, 870.312, 1471.298, 1080.120, 0.116, 0.632,1.672,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
28.350, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
28.440, 2349.890, 0.714, 1669.804, 159.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
28.783, 16915.885, 1.630, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
28.783, 9821.080, 1.865, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
28.783, 9944.319, 0.800, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
28.833, 6809.989, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
28.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
28.900, 6955.558, 1.321, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
28.900, 1150.336, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
29.233, 15209.342, 1.306, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
29.233, 1150.336, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
29.350, 6340.415, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, Reactions.SPREAD, DamageType.BURST, False
29.440, 2349.890, 0.714, 1669.804, 159.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, None, DamageType.SKILL, False
29.600, 7833.983, 1.488, 1669.804, 159.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
29.600, 8027.092, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
29.833, 6809.989, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
29.850, 1601.165, 0.735, 1522.876, 239.640, 0.758, 1.294,1.646,Collei, Element.DENDRO, None, DamageType.BURST, False
30.080, 2217.981, 2.040, 1471.298, 1080.120, 0.116, 0.632,1.570,Kazuha, Element.ANEMO, None, DamageType.BURST, True
30.080, 5671.345, 0.612, 1471.298, 1080.120, 0.116, 0.632,1.852,Kazuha, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, True
30.067, 5648.077, 870.312, 1471.298, 1080.120, 0.116, 0.632,1.672,Kazuha, Element.ELECTRO, Reactions.ELECTROSWIRL, DamageType.REACTION, True
30.833, 6809.989, 1.776, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
30.933, 8586.642, 1.630, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
30.933, 15908.387, 1.865, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
30.923, 6154.106, 0.714, 1669.804, 39.640, 0.692, 1.294,2.371,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
30.917, 9944.319, 0.800, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
31.050, 6955.558, 1.321, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
31.050, 1150.336, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
31.383, 6880.099, 1.306, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, None, DamageType.BURST, False
31.383, 8027.092, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.SKILL, False
31.750, 13921.290, 1.488, 1669.804, 39.640, 0.692, 1.294,3.507,Raiden, Element.ELECTRO, Reactions.AGGRAVATE, DamageType.BURST, False
31.750, 1150.336, 0.300, 1915.718, 324.640, 0.692, 1.294,2.408,Fischl, Element.ELECTRO, None, DamageType.SKILL, False
